id,mapudungun,raiz,gramatica,castellano,ejemplo,imagen,source
040909080127352613,ellkawün,ellkaw–ün,verbo,esconderse,,,Augusta 1903
04090908013513,ellkan,ellka–n,verbo,esconder,,,FFD 2022
0409250801032616253513,elukadüngun,elukadüngu–n,verbo,persuadir,,,Augusta 1903
0409253513,elun,elu–n,verbo,"dar, dar alguna cosa a alguien",,,FFD 2022
0409352613,elün,el–ün,verbo,"dejar, guardar, poner, colocar, sepultar",,,FFD 2022
0412,em,em,interjección,interjección de recuerdo y ternura,,,Augusta 1903
041218041501,empeña,empeña,sustantivo,prenda,,,Augusta 1903
041218041907090925,emperillu,emperillu,sustantivo,membrillo,,,FFD 2022
041322253513,entun,entu–n,verbo,sacar,,,FFD 2022
04152512,eñum,eñum,adjetivo,caliente,,,Augusta 1903
041525120109352613,eñumalün,eñumal–ün,verbo,calentar,,,Augusta 1903
0415251222253513,eñumtun,eñumtu–n,verbo,"calentar, calentarse",,,FFD 2022
041804,epe,epe,adverbio,casi,,,Augusta 1903
041825,epu,epu,sustantivo,dos,,,FFD 2022
04282622253513,eyütun,eyütu–n,verbo,"quejarse, gemir, quejarse por el dolor",,,FFD 2022
0501,fa,fa,pronombre,este,,,Augusta 1903
05010201132226,fachantü,fachantü,expresión,"este día, hoy",,,Augusta 1903
050109050109352613,falfalün,falfal–ün,verbo,"saltear comida, verduras, etc.",,,FFD 2022
0501090709352613,falilün,falil–ün,verbo,"estimar, apreciar",,,Augusta 1903
050109073513,falin,fali–n,verbo,esp. valer,,,FFD 2022
0501090804,falke,falke,sustantivo,hombro,,,FFD 2022
05010922013513,faltan,falta–n,verbo,esp. faltar,,,FFD 2022
050112,fam,fam,pronombre,así,,,Augusta 1903
05011304,fane,fane,sustantivo,peso,,,Augusta 1903
050113041316043513,fanenngen,fanennge–n,verbo,estar con carga pesada,,,Augusta 1903
0501130422253513,fanetun,fanetu–n,verbo,pesar algo,,,Augusta 1903
050113043513,fanen,fane–n,verbo,"ser pesado, pesar",,,Augusta 1903
050118260904,fapüle,fapüle,adverbio,acá,,,Augusta 1903
050127,faw,faw,adverbio,aquí,,,Augusta 1903
05012812352613,faymün,faym–ün,verbo,hacer fermentar,,,Augusta 1903
0501282612352613,fayümün,fayüm–ün,verbo,"leudar, hacer fermentar",,,FFD 2022
050128352613,fayün,fay–ün,verbo,"fermentar, fermentarse",,,FFD 2022
0504090413,felen,felen,adverbio,enteramente así,,,Augusta 1903
0504090413,felen,felen,sustantivo,"estado, entero",,,Augusta 1903
"0504090413,290504090413","felen, felen","felen, felen",expresión,estar más o menos,,,FFD 2022
0504090428,feley,feley,expresión,así es.,,,FFD 2022
050409043513,felen,fele–n,verbo,ser así,,,Augusta 1903
05041216043513,femngen,femnge–n,verbo,"ser así, suceder así",,,Augusta 1903
050412352613,femün,fem–ün,verbo,"hacer, hacer así; ser así",,,Augusta 1903
0504132204,fente,fente,adverbio,"tanto. Antepuesto al verbo expresa poner fin a la acción, también el grado, término hasta donde",,,Augusta 1903
0504280409352613,feyelün,feyel–ün,verbo,"juzgar, tener por tal",,,Augusta 1903
050428041322253513,feyentun,feyentu–n,verbo,"creer, obedecer",,,FFD 2022
05042808010207,feykachi,feykachi,adverbio,luego,,,Augusta 1903
05042808013513,feykan,feyka–n,verbo,bastar,,,Augusta 1903
050428082609043513,feykülen,feyküle–n,verbo,bastar,,,Augusta 1903
0504282612352613,feyümün,feyüm–ün,verbo,"adaptarse, cuadrar, acomodarse",,,Augusta 1903
050428352613,feyün,fey–ün,verbo,caber,,,Augusta 1903
05070909,fill,fill,adverbio,todo,,,Augusta 1903
0507090901,filla,filla,sustantivo,escasez de víveres,,,Augusta 1903
050709090103082609043513,filladkülen,filladküle–n,verbo,ser pobre,,,FFD 2022
05070909010316043513,filladngen,filladnge–n,verbo,ser vicioso,,,Augusta 1903
05070909010322253513,filladtun,filladtu–n,verbo,hacer daño,,,FFD 2022
05070909013513,fillan,filla–n,verbo,"carecer, tener escasez de víveres",,,FFD 2022
05070925,filu,filu,sustantivo,serpiente,,,FFD 2022
050715120116043513,fiñmangen,fiñmange–n,verbo,ser curioso,,,Augusta 1903
050715120122253513,fiñmatun,fiñmatu–n,verbo,mirar y tocar por curiosidad,,,Augusta 1903
050715120127352613,fiñmawün,fiñmaw–ün,verbo,"estar oprimido, en apuro",,,Augusta 1903
050722253513,fitun,fitu–n,verbo,alcanzar,,,Augusta 1903
05073513,fin,fi–n,verbo,alcanzar,,,Augusta 1903
0517020115352613,fochañün,fochañ–ün,verbo,mascar algo y chuparlo,,,Augusta 1903
0517020703352613,fochidün,fochid–ün,verbo,chupar,,,FFD 2022
0517021713,fochon,fochon,adjetivo,mojado,,,Augusta 1903
051702173513,fochon,focho–n,verbo,mojarse,,,Augusta 1903
0517022603352613,fochüdün,fochüd–ün,verbo,chupar algo,,,Augusta 1903
05170807,foki,foki,sustantivo,enredadera,,,Augusta 1903
0517090709,folil,folil,sustantivo,raíz,,,Augusta 1903
05170907092527352613,foliluwün,foliluw–ün,verbo,arraigarse,,,Augusta 1903
05171917,foro,foro,sustantivo,"dientes, huesos",,,FFD 2022
0517191709,forol,forol,sustantivo,punta (de la manta),,,Augusta 1903
0517191713,foron,foron,sustantivo,caña,,,Augusta 1903
0517222612,fotüm,fotüm,sustantivo,hijo de papá,,,FFD 2022
05172401,fotra,fotra,sustantivo,pantano,,,Augusta 1903
0517240122253513,fotratun,fotratu–n,verbo,empantanarse,,,Augusta 1903
051724013513,fotran,fotra–n,verbo,empantanarse,,,Augusta 1903
0517280604,foyge,foyge,sustantivo,canelo,,,Augusta 1903
052509073513,fulin,fuli–n,verbo,desparramarse,,,Augusta 1903
05251301092225,funaltu,funaltu,sustantivo,"estiércolo, abono",,,Augusta 1903
052513013513,funan,funa–n,verbo,podrirse,,,Augusta 1903
05251907,furi,furi,adverbio,atrás,,,Augusta 1903
05251907,furi,furi,sustantivo,espalda,,,FFD 2022
052519072225080127040909253513,furitukawellun,furitukawellu–n,verbo,montar a caballo en pelo,,,Augusta 1903
0525242509,futrul,futrul,sustantivo,montón de cosas,,,Augusta 1903
05260201,fücha,fücha,sustantivo,viejo,,,Augusta 1903
05260201,fücha,fücha,adjetivo,"viejo, grande",,,Augusta 1903
05260201290917160817222509043513,fücha longkotulen,fücha longkotule–n,verbo,tener mucha cabellera,,,Augusta 1903
052602013513,füchan,fücha–n,verbo,"ser grande, viejo",,,Augusta 1903
0526021713,füchon,füchon,sustantivo,evaporización,,,FFD 2022
0526021722253513,füchotun,füchotu–n,verbo,incensar,,,Augusta 1903
052602173513,füchon,fücho–n,verbo,humear,,,Augusta 1903
05260317,füdo,füdo,sustantivo,ombligo,,,FFD 2022
05260918013513,fülpan,fülpa–n,verbo,acercarse acá,,,Augusta 1903
05260918253513,fülpun,fülpu–n,verbo,acercarse allá,,,Augusta 1903
0526092612352613,fülümün,fülüm–ün,verbo,acercar,,,FFD 2022
052609352613,fülün,fül–ün,verbo,"acercarse, tocar",,,Augusta 1903
052610,fül’,fül',sustantivo,utensilios de la casa,,,Augusta 1903
052614,fün’,fün',sustantivo,"semilla, fruta",,,Augusta 1903
052614352613,fün’ün,fün'–ün,verbo,"tener, llevar, brotar frutas",,,Augusta 1903
05261904,füre,füre,adjetivo,picante,,,Augusta 1903
0526190413043513,fürenen,fürene–n,verbo,"favorecer, hacer un servicio, hacer un favor a alguien",,,FFD 2022
052619073513,fürin,füri–n,verbo,esp. freir,,,FFD 2022
0526190826,fürkü,fürkü,adjetivo,fresco,,,Augusta 1903
052619082612352613,fürkümün,fürküm–ün,verbo,refrescar,,,Augusta 1903
0526190826130106352613,fürkünagün,fürkünag–ün,verbo,perder el calor,,,Augusta 1903
052619082616043513,fürküngen,fürkünge–n,verbo,ser fresco,,,Augusta 1903
052619082622253513,fürkütun,fürkütu–n,verbo,tomar fresco,,,Augusta 1903
0526220116043513,fütangen,fütange–n,verbo,"casarse, tener esposo",,,FFD 2022
0526240129020116260909,fütra changüll,fütra changüll,sustantivo,dedo pulgar,,,FFD 2022
052627,füw,füw,sustantivo,hilo,,,Augusta 1903
052627352613,füwün,füw–ün,verbo,hilar,,,FFD 2022
052628073513,füyin,füyi–n,verbo,hacerse firme,,,Augusta 1903
052628082609043513,füykülen,füyküle–n,verbo,estar apretado,,,Augusta 1903
0526282612352613,füyümün,füyüm–ün,verbo,apretar,,,Augusta 1903
052628263513,füyün,füyü–n,verbo,hacerse firme,,,Augusta 1903
0701060409,iagel,iagel,sustantivo,"comida, guisado",,,Augusta 1903
070109,ial,ial,sustantivo,"comida, guisado",,,Augusta 1903
070225,ichu,ichu,sustantivo,paja,,,Augusta 1903
070826090901,ikülla,ikülla,sustantivo,"rebozo, capa de las mujeres",,,Augusta 1903
070904090801272613,ilelkawün,ilelkawün,sustantivo,"comida, banquete",,,Augusta 1903
0709040925272613,ileluwün,ileluwün,sustantivo,"comida, banquete",,,Augusta 1903
07090409352613,ilelün,ilel–ün,verbo,"alimentar, dar comida, sustento",,,Augusta 1903
070909011222253513,illamtun,illamtu–n,verbo,despreciar,,,FFD 2022
0709090112352613,illamün,illam–ün,verbo,despreciar,,,Augusta 1903
070909082509352613,illkulün,illkul–ün,verbo,"enojar, fastidiar",,,Augusta 1903
07090908251218043513,illkumpen,illkumpe–n,verbo,"reñir, reprender",,,Augusta 1903
07090908253513,illkun,illku–n,verbo,enojarse,,,FFD 2022
070909160127352613,illngawün,illngaw–ün,verbo,ser dulce,,,Augusta 1903
070909253513,illun,illu–n,verbo,"apetecer, desear",,,Augusta 1903
070917,ilo,ilo,sustantivo,carne,,,Augusta 1903
07091722253513,ilotun,ilotu–n,verbo,comerla (carne),,,Augusta 1903
0712181709352613,impolün,impol–ün,verbo,esp. envolver,,,FFD 2022
07122609352613,imülün,imül–ün,verbo,revolcarse de costado,,,Augusta 1903
071301,ina,ina,adverbio,"cerca de, junto a",,,Augusta 1903
07130103250112352613,inaduamün,inaduam–ün,verbo,"pensar sobre algo, reflexionar, recorrer la memoria",,,Augusta 1903
07130109,inal,inal,adverbio,a orillas del agua,,,Augusta 1903
071301092225,inaltu,inaltu,verbo,seguir a uno,,,Augusta 1903
071301132226082513,inantükun,inantükun,adverbio,cerca,,,Augusta 1903
071301271217,inawmo,inawmo,adverbio,finalmente,,,Augusta 1903
0713013513,inan,ina–n,verbo,"seguir, perseguir",,,FFD 2022
0713222508253513,intukun,intuku–n,verbo,"comer con algo, acompañar una comida",,,FFD 2022
0715011222253513,iñamtun,iñamtu–n,verbo,"revisa, repasar, repetir",,,Augusta 1903
07150112352613,iñamün,iñam–ün,verbo,"estar atrás, atrasado",,,Augusta 1903
07150116040207,iñangechi,iñangechi,verbo,"estar atrás, atrasado",,,Augusta 1903
0715011604090413,iñangelen,iñangelen,adverbio,finalmente,,,Augusta 1903
07160105081713290817,ingafkon ko,ingafkon ko,expresión,infiltración del agua,,,FFD 2022
0716080122253513,ingkatun,ingkatu–n,verbo,pedir para ayudante,,,Augusta 1903
071608013513,ingkan,ingka–n,verbo,"defender, ayudar (por ejemplo en una pelea o juego)",,,FFD 2022
0716082609043513,ingkülen,ingküle–n,verbo,"estar recto, derecho",,,FFD 2022
0718042804,ipeye,ipeye,adjetivo,comestible,,,Augusta 1903
0719013513,iran,ira–n,verbo,partir leña,,,Augusta 1903
07241705070909291217160413,itrofill mongen,itrofill mongen,sustantivo,naturaleza,,,FFD 2022
07242619263513,itrürün,itrürü–n,verbo,envidiar,,,Augusta 1903
07272603352613,iwüdün,iwüd–ün,verbo,envolver,,,Augusta 1903
0728010409,iyael,iyael,sustantivo,comida,,,FFD 2022
072801040922253513,iyaeltun,iyaeltu–n,verbo,cocinar,,,FFD 2022
072825272603352613,iyuwüdün,iyuwüd–ün,verbo,envolver,,,Augusta 1903
073513,in,i–n,verbo,comer,,,FFD 2022
0801,ka,ka,adjetivo,otro,,,Augusta 1903
0801,ka,ka,conjunción,y,,,Augusta 1903
08010207090901,kachilla,kachilla,sustantivo,trigo,,,Augusta 1903
08010225,kachu,kachu,sustantivo,pasto,,,Augusta 1903
08010307,kadi,kadi,sustantivo,costilla,,,FFD 2022
0801030709,kadil,kadil,sustantivo,"costado, parte lateral",,,Augusta 1903
08010308012707090901,kadkawilla,kadkawilla,sustantivo,kazkawilla,,,FFD 2022
0801032501120409352613,kaduamelün,kaduamel–ün,verbo,hacer desistir,,,Augusta 1903
08010325011222253513,kaduamtun,kaduamtu–n,verbo,cambiar de resolución,,,Augusta 1903
080103250112352613,kaduamün,kaduam–ün,verbo,"cambiar de opinión, cambiar de resolución",,,FFD 2022
08010326,kadü,kadü,sustantivo,"plomo, color de ceniza",,,FFD 2022
0801050422253513,kafetun,kafetu–n,verbo,esp. tomar café,,,FFD 2022
08010508263513,kafkün,kafkü–n,verbo,cuchichear,,,FFD 2022
08010513013513,kafnan,kafna–n,verbo,"rayar, raspar",,,FFD 2022
0801052603263513,kafüdün,kafüdü–n,verbo,desbastar (con cepillo),,,Augusta 1903
0801052619352613,kafürün,kafür–ün,verbo,raspar,,,FFD 2022
080105352613,kafün,kaf–ün,verbo,desbastar (con cepillo),,,Augusta 1903
080108040925,kakelu,kakelu,sustantivo,otros,,,Augusta 1903
080108042712040207,kakewmechi,kakewmechi,adjetivo,varios diferentes,,,Augusta 1903
080108042712043513,kakewmen,kakewme–n,verbo,"ser variado, haber varias clases",,,Augusta 1903
08010807132225082613253513,kakintukünun,kakintukünu–n,verbo,apartar o desviar la vista de alguna cosa o persona,,,Augusta 1903
08010817,kako,kako,sustantivo,mote,,,FFD 2022
0801082609,kakül,kakül,adjetivo,atravesado,,,Augusta 1903
0801082613253513,kakünun,kakünu–n,verbo,"cambiar, mal interpretar",,,FFD 2022
080109,kal,kal,sustantivo,vello,,,FFD 2022
0801090825,kalku,kalku,sustantivo,"brujo, hechicero",,,Augusta 1903
0801090825092527352613,kalkuluwün,kalkuluw–ün,verbo,tratarse mutuamente de brujo,,,Augusta 1903
080109090526,kallfü,kallfü,sustantivo,azul,,,FFD 2022
08010909052609043513,kallfülen,kallfüle–n,verbo,"estar morado, amoratarse.",,,FFD 2022
0801090905263513,kallfün,kallfü–n,verbo,ser azul; teñir negro con añil y romaza,,,Augusta 1903
080109092704,kallwe,kallwe,sustantivo,mata (p. ej. de papas),,,Augusta 1903
080109182503263513,kalpudün,kalpudü–n,verbo,"arrancar (por ejemplo, el pelo)",,,Augusta 1903
08010926090826030127352613,kalülküdawün,kalülküdaw–ün,verbo,hacer ejercicios,,,FFD 2022
080109290917160817,kal longko,kal longko,sustantivo,cabello,,,FFD 2022
080110,kal’,kal',sustantivo,lana,,,Augusta 1903
08011201182509043513,kamapulen,kamapule–n,verbo,estar lejos,,,FFD 2022
0801120201,kamcha,kamcha,sustantivo,cizaña,,,Augusta 1903
080113210109352613,kanshalün,kanshal–ün,verbo,cansar,,,Augusta 1903
080113210122253513,kanshatun,kanshatu–n,verbo,descansar,,,Augusta 1903
08011321013513,kanshan,kansha–n,verbo,cansarse,,,Augusta 1903
08011325,kanu,kanu,sustantivo,tela,,,Augusta 1903
080116040903250112352613,kangelduamün,kangelduam–ün,verbo,divertirse,,,Augusta 1903
080116040922253513,kangeltun,kangeltu–n,verbo,"distinguir algo, conocer su diferencia",,,Augusta 1903
080116040925,kangelu,kangelu,sustantivo,otro,,,Augusta 1903
080116080113,kangkan,kangkan,adjetivo,asado,,,Augusta 1903
08011608013513,kangkan,kangka–n,verbo,asar,,,Augusta 1903
080118261901,kapüra,kapüra,sustantivo,cabra,,,FFD 2022
08011901,kara,kara,sustantivo,ciudad,,,Augusta 1903
08011926,karü,karü,adjetivo,"verde, crudo",,,Augusta 1903
08011926,karü,karü,sustantivo,verde,,,FFD 2022
08012126,kashü,kashü,adjetivo,color de ceniza,,,Augusta 1903
080122013513,katan,kata–n,verbo,perforar,,,FFD 2022
0801242603250112352613,katrüduamün,katrüduam–ün,verbo,arrepentirse,,,Augusta 1903
080124260326162513222608253513,katrüdünguntükun,katrüdünguntüku–n,verbo,interrumpir en la conversación,,,Augusta 1903
08012426032616253513,katrüdüngun,katrüdüngu–n,verbo,"verbalmente: cortar un asunto, entiéndase: estorbar un asunto",,,Augusta 1903
0801242608013513,katrükan,katrüka–n,verbo,picar.,,,FFD 2022
0801242622253513,katrütun,katrütu–n,verbo,"detener, atajar, parar",,,FFD 2022
080124263513,katrün,katrü–n,verbo,cortar,,,FFD 2022
0801270225,kawchu,kawchu,sustantivo,soltero,,,Augusta 1903
08012704090901,kawella,kawella,sustantivo,cebada,,,Augusta 1903
08012704090925,kawellu,kawellu,sustantivo,caballo,,,FFD 2022
0801270413242509352613,kawentrulün,kawentrul–ün,verbo,tener o tomar por otra persona,,,Augusta 1903
080127043513,kawen,kawe–n,verbo,remar,,,Augusta 1903
0801270715,kawiñ,kawiñ,sustantivo,banquete con ocasión de rogativas,,,Augusta 1903
080127072225,kawitu,kawitu,sustantivo,"catre de la cama, plancha",,,Augusta 1903
080127090722253513,kawlitun,kawlitu–n,verbo,rasguñar,,,Augusta 1903
0801272619263513,kawürün,kawürü–n,verbo,rasguñar,,,Augusta 1903
080128,kay,kay,sustantivo,mata de chupon,,,Augusta 1903
08012802263513,kaychün,kaychü–n,verbo,tener diarrea,,,Augusta 1903
08012808263513,kaykün,kaykü–n,verbo,labrar la tierra con azadón,,,Augusta 1903
080128122522253513,kaymutun,kaymutu–n,verbo,rumiar,,,Augusta 1903
0801281504,kayñe,kayñe,sustantivo,enemigo,,,Augusta 1903
080128150422253513,kayñetun,kayñetu–n,verbo,enemistar,,,Augusta 1903
080128182603352613,kaypüdün,kaypüd–ün,verbo,resbalar,,,Augusta 1903
08012825,kayu,kayu,sustantivo,seis,,,FFD 2022
08012908071504,ka kiñe,ka kiñe,expresión,otro más,,,Augusta 1903
08012912011825,ka mapu,ka mapu,adverbio,lejos,,,Augusta 1903
0801291201182509043513,ka mapulen,ka mapule–n,verbo,estar lejos,,,Augusta 1903
0804020113,kechan,kechan,adjetivo,apiñado,,,Augusta 1903
080402013513,kechan,kecha–n,verbo,"echar, arrear y arreado",,,FFD 2022
08040225,kechu,kechu,sustantivo,cinco,,,FFD 2022
0804030715352613,kediñün,kediñ–ün,verbo,trasquilar,,,Augusta 1903
0804050105013513,kefafan,kefafa–n,verbo,"hacer kefafan, arengar",,,FFD 2022
0804050119352613,kefarün,kefar–ün,verbo,raparse (p. ej. pelo),,,FFD 2022
0804080127352613,kekawün,kekaw–ün,verbo,quejarse,,,Augusta 1903
080409090415,kelleñ,kelleñ,sustantivo,frutilla,,,FFD 2022
08040909253513,kellun,kellu–n,verbo,ayudar,,,FFD 2022
080409220113222513,keltantun,keltantun,sustantivo,cintillo,,,FFD 2022
08040926,kelü,kelü,adjetivo,"colorado, rojo",,,Augusta 1903
08040926,kelü,kelü,sustantivo,rojo,,,FFD 2022
08040926021703,kelüchod,kelüchod,sustantivo,naranjo,,,FFD 2022
080409262918011507092704,kelü pañilwe,kelü pañilwe,sustantivo,cobre,,,Augusta 1903
080409263513,kelün,kelü–n,verbo,ser y teñir colorado; kelü tripan ruborizarse,,,Augusta 1903
0804131825,kenpu,kenpu,sustantivo,marido de la hermana y hermano de la mujer,,,Augusta 1903
0804150127261316043513,keñawünngen,keñawünnge–n,verbo,ser dos cosas o personas tan iguales que se confunden,,,Augusta 1903
080415013513,keñan,keña–n,verbo,tomar una cosa o persona por otra,,,Augusta 1903
080416082619263513,kengkürün,kengkürü–n,verbo,"emparejar, hacer parejo",,,Augusta 1903
08041804,kepe,kepe,sustantivo,terrón,,,Augusta 1903
0804240113,ketran,ketran,sustantivo,"arado, sembrado, frutos de la cosecha",,,Augusta 1903
080424013513,ketran,ketra–n,verbo,arar,,,FFD 2022
08042404,ketre,ketre,sustantivo,"mentón, barbilla",,,FFD 2022
080427013513,kewan,kewa–n,verbo,pelear,,,FFD 2022
0804272613,kewün,kewün,sustantivo,lengua,,,FFD 2022
08042726132908252407,kewün kutri,kewün kutri,sustantivo,clítoris,,,FFD 2022
0804272614,kewün’,kewün',sustantivo,"lengua, idioma",,,Augusta 1903
08042818263513,keypün,keypü–n,verbo,escarbar,,,Augusta 1903
08070325,kidu,kidu,adjetivo,"mismo, solo",,,Augusta 1903
08070325082613253513,kidukünun,kidukünu–n,verbo,dejar solo,,,Augusta 1903
0807032509043513,kidulen,kidule–n,verbo,"estar solo, vivir solo",,,FFD 2022
080703251626130427,kidungünew,kidungünew,adverbio,"arbitrariamente, mandándose solo",,,Augusta 1903
08070807,kiki,kiki,sustantivo,"quique, comadreja",,,FFD 2022
080709080128222508253513,kilkaytukun,kilkaytuku–n,verbo,colgar (algo) del cuello,,,FFD 2022
080712040922253513,kimeltun,kimeltu–n,verbo,enseñar,,,FFD 2022
0807120409352613,kimelün,kimel–ün,verbo,enseñar,,,Augusta 1903
080712050109082609043513,kimfalkülen,kimfalküle–n,verbo,"comprenderse, ser comprensible",,,Augusta 1903
080712050109352613,kimfalün,kimfal–ün,verbo,"comprenderse, ser comprensible",,,Augusta 1903
08071208071222253513,kimkimtun,kimkimtu–n,verbo,aprender de memoria,,,Augusta 1903
080712082609043513,kimkülen,kimküle–n,verbo,"saber de sí, estar entre sí (del que vuelve de un desmayo)",,,Augusta 1903
08071213171308040207,kimnonkechi,kimnonkechi,adverbio,sin saberlo,,,Augusta 1903
080712222608253513,kimtükun,kimtüku–n,verbo,comprender,,,Augusta 1903
0807122508040925,kimukelu,kimukelu,sustantivo,conocidos,,,Augusta 1903
080712261512013513,kimüñman,kimüñma–n,verbo,entender a alguno,,,Augusta 1903
080712352613,kimün,kim–ün,verbo,"saber, conocer, aprender, adivinar",,,FFD 2022
0807132225032616253513,kintudüngun,kintudüngu–n,verbo,buscar pleitos,,,Augusta 1903
0807132225080127352613,kintukawün,kintukaw–ün,verbo,"buscar el sustento, pidiéndolo prestado o de otro modo",,,Augusta 1903
0807132225082613253513,kintukünun,kintukünu–n,verbo,fijar la vista en algo,,,Augusta 1903
080713222513,kintun,kintun,sustantivo,vista,,,Augusta 1903
08071322251307043513,kintunien,kintunie–n,verbo,"cuidar, atender a",,,Augusta 1903
0807132225272609352613,kintuwülün,kintuwül–ün,verbo,mirar,,,Augusta 1903
08071322253513,kintun,kintu–n,verbo,"buscar, mirar",,,FFD 2022
08071504,kiñe,kiñe,adjetivo,"uno, una",,,Augusta 1903
08071504,kiñe,kiñe,sustantivo,uno,,,FFD 2022
0807150408013513,kiñekan,kiñeka–n,verbo,"ser lo mismo, no haber diferencia",,,Augusta 1903
0807150413,kiñen,kiñen,adjetivo,único,,,Augusta 1903
080715042225,kiñetu,kiñetu,verbo,desmayarse,,,Augusta 1903
0807150422252909013513,kiñetu lan,kiñetu la–n,verbo,aturdirse por un golpe,,,Augusta 1903
08071504222529242627352613,kiñetu trüwün,kiñetu trüw–ün,verbo,desmayarse,,,Augusta 1903
08071504272613,kiñewün,kiñewün,adverbio,"junto, juntamente",,,Augusta 1903
08071504272613242619082609043513,kiñewüntrürkülen,kiñewüntrürküle–n,verbo,"estar en orden, arreglo",,,Augusta 1903
08072125,kishu,kishu,adjetivo,"mismo, solo",,,Augusta 1903
0817,ko,ko,sustantivo,agua,,,FFD 2022
0817020128082609043513,kochaykülen,kochayküle–n,verbo,estar ramificado,,,Augusta 1903
08170207,kochi,kochi,adjetivo,dulce,,,Augusta 1903
0817020712352613,kochimün,kochim–ün,verbo,"mofarse de alguno, no hacer caso de lo que dice, no respetarlo",,,Augusta 1903
081703081703,kodkod,kodkod,sustantivo,"gato montés, amarillo con pinta negra",,,Augusta 1903
0817030826090901,kodkülla,kodkülla,sustantivo,flor del copihue,,,Augusta 1903
08170409,koel,koel,sustantivo,"cacha, mango",,,Augusta 1903
0817050712352613,kofimün,kofim–ün,verbo,calentar,,,FFD 2022
0817050804,kofke,kofke,sustantivo,pan,,,Augusta 1903
081705080422253513,kofketun,kofketu–n,verbo,comer pan,,,FFD 2022
08170508043513,kofken,kofke–n,verbo,hacer pan,,,FFD 2022
0817052619,kofür,kofür,sustantivo,quirquincho,,,FFD 2022
0817090420,koles,koles,sustantivo,repollo,,,FFD 2022
081709043513,kolen,kole–n,verbo,estar aguado,,,FFD 2022
0817090817180727,kolkopiw,kolkopiw,sustantivo,cierta enredadera,,,Augusta 1903
081709090422253513,kolletun,kolletu–n,verbo,ir a alguna parte para embrigarse,,,Augusta 1903
0817090907120112260909,kollimamüll,kollimamüll,sustantivo,arrayan,,,Augusta 1903
081709091705,kollof,kollof,sustantivo,cochallullo,,,FFD 2022
08170926,kolü,kolü,adjetivo,"café, marrón",,,FFD 2022
0817092605352613,kolüfün,kolüf–ün,verbo,dorarse mucho (p. ej. la comida),,,FFD 2022
081712,kom,kom,adverbio,"todo, entero",,,Augusta 1903
081712080109043513,komkalen,komkale–n,verbo,estar completo,,,Augusta 1903
081712180115,kompañ,kompañ,sustantivo,compañero,,,Augusta 1903
081712180115080701272609352613,kompañkiawülün,kompañkiawül–ün,verbo,acompañar,,,Augusta 1903
08171218011508070127352613,kompañkiawün,kompañkiaw–ün,verbo,andar acompañado,,,Augusta 1903
08171218011516043513,kompañngen,kompañnge–n,verbo,estar con compañero,,,Augusta 1903
08171218011522253513,kompañtun,kompañtu–n,verbo,pedir por compañero,,,Augusta 1903
08171218011528043513,kompañyen,kompañye–n,verbo,mirar o tener por compañero,,,Augusta 1903
081713081713222512043513,konkontumen,konkontume–n,verbo,ir entrando más y más,,,Augusta 1903
08171308173513,konkon,konko–n,verbo,entrársele a alguien el agua por alguna parte,,,Augusta 1903
0817131204,konme,konme,preposición,desde,,,Augusta 1903
08171317,kono,kono,sustantivo,paloma torcaz,,,Augusta 1903
08171322253513,kontun,kontu–n,verbo,"tratar con alguien, meterse en alguna cosa, entrar donde alguien",,,Augusta 1903
081713261218013513,konümpan,konümpa–n,verbo,"mentar, mencionar, hacer memoria de",,,Augusta 1903
081713352613,konün,kon–ün,verbo,"entrar, empezar",,,FFD 2022
08171401,kon’a,kon'a,sustantivo,"moceton, valiente",,,Augusta 1903
0817140108171401222509352613,kon’akon’atulün,kon'akon'atul–ün,verbo,arengar (un jefe a sus tropas),,,Augusta 1903
081714010817140122253513,kon’akon’atun,kon'akon'atu–n,verbo,tomar valor,,,Augusta 1903
08171507,koñi,koñi,sustantivo,hijo e hija respecto a la madre,,,Augusta 1903
0817151709,koñol,koñol,sustantivo,morado,,,FFD 2022
08171526,koñü,koñü,sustantivo,hijo e hija respecto a la madre,,,Augusta 1903
081715263513,koñün,koñü–n,verbo,parir,,,Augusta 1903
081716043513,kongen,konge–n,verbo,ser líquido,,,Augusta 1903
0817160722253513,kongitun,kongitu–n,verbo,cosechar,,,Augusta 1903
081716073513,kongin,kongi–n,verbo,cosechar,,,Augusta 1903
081716082609352613,kongkülün,kongkül–ün,verbo,gruñir,,,Augusta 1903
0817180727,kopiw,kopiw,sustantivo,pepino del copihue,,,FFD 2022
081718072704,kopiwe,kopiwe,sustantivo,fruto del copihue,,,Augusta 1903
0817182603082609043513,kopüdkülen,kopüdküle–n,verbo,estar de barriga o inclinado hacia adelante,,,Augusta 1903
08171926,korü,korü,sustantivo,"caldo, jugo, savia",,,Augusta 1903
0817222613,kotün,kotün,verbo,tostado,,,Augusta 1903
081722263513,kotün,kotü–n,verbo,tostar,,,FFD 2022
08172426,kotrü,kotrü,adjetivo,"salado, agrio",,,Augusta 1903
0817272614,kowün’,kowün',sustantivo,saliva,,,Augusta 1903
081728090122253513,koylatun,koylatu–n,verbo,mentir,,,FFD 2022
0817281001,koyl’a,koyl'a,sustantivo,mentira,,,Augusta 1903
081728100116043513,koyl’angen,koyl'ange–n,verbo,ser mentiroso,,,Augusta 1903
