id,mapudungun,raiz,gramatica,castellano,ejemplo,imagen,source
1201152612352613,mañümün,mañüm–ün,verbo,agradecer,,,FFD 2022
1201160409352613,mangelün,mangel–ün,verbo,"invitar, convidar",,,FFD 2022
1201160715,mangiñ,mangiñ,sustantivo,avenida,,,Augusta 1903
1201160715290817,mangiñ ko,mangiñ ko,sustantivo,agua que corre con la avenida; arroyo,,,Augusta 1903
120116073513,mangin,mangi–n,verbo,"inundarse, estar de avenida (el río etc.)",,,Augusta 1903
1201160801,mangka,mangka,adjetivo,viejo (de animales),,,Augusta 1903
12011608263513,mangkün,mangkü–n,verbo,patear,,,Augusta 1903
12011825,mapu,mapu,sustantivo,"tierra, terreno, país",,,FFD 2022
120118250204,mapuche,mapuche,sustantivo,mapuche (literal: persona del pais),,,Augusta 1903
120118253513,mapun,mapu–n,verbo,tener derecho sobre el terreno,,,Augusta 1903
12011901,mara,mara,sustantivo,liebre,,,FFD 2022
12011907,mari,mari,sustantivo,diez,,,FFD 2022
120119072912011907,mari mari,mari mari,expresión,hola,,,FFD 2022
120120013513,masan,masa–n,verbo,amasar,,,FFD 2022
12012204222509352613,matetulün,matetul–ün,verbo,servir mate,,,FFD 2022
1201220422253513,matetun,matetu–n,verbo,tomar mate,,,FFD 2022
12012225,matu,matu,adverbio,"pronto, ligero",,,Augusta 1903
12012225080109253513,matukalun,matukalu–n,verbo,apresurarse,,,Augusta 1903
12012225080109352613,matukalün,matukal–ün,verbo,apresurar a alguien,,,Augusta 1903
120122250804,matuke,matuke,adverbio,"pronto, ligero",,,Augusta 1903
1201222508040918013513,matukelpan,matukelpa–n,verbo,venir pronto,,,Augusta 1903
12012401,matra,matra,sustantivo,canilla,,,FFD 2022
120124012908262726,matra küwü,matra küwü,sustantivo,antebrazo,,,FFD 2022
120127,maw,maw,sustantivo,soga de ñocha o de üweñ,,,Augusta 1903
120127070301,mawida,mawida,sustantivo,"montaña, bosque, árbol del bosque",,,Augusta 1903
1201272613,mawün,mawün,sustantivo,"lluvia, precipitación",,,FFD 2022
12012726132901132226,mawün antü,mawün antü,sustantivo,día lluvioso,,,FFD 2022
1201272613352613,mawünün,mawün–ün,verbo,llover,,,FFD 2022
1201272614,mawün’,mawün',sustantivo,lluvia,,,Augusta 1903
1201272614352613,mawün’ün,mawün'–ün,verbo,llover,,,Augusta 1903
120127352613,mawün,maw–ün,verbo,hacer soga de ñocha o de üweñ,,,Augusta 1903
12012802073513,maychin,maychi–n,verbo,señalar algo con la mani,,,Augusta 1903
120128352613,mayün,may–ün,verbo,"consentir, obedecer, querer",,,Augusta 1903
1204,me,me,sustantivo,estiercol,,,Augusta 1903
120403073513,medin,medi–n,verbo,"medir, examinar",,,Augusta 1903
1204090119352613,melarün,melar–ün,verbo,"voltear, dispersar hacia todas partes",,,Augusta 1903
12040907,meli,meli,sustantivo,cuatro,,,FFD 2022
120409080128,melkay,melkay,adjetivo,resbaloso,,,Augusta 1903
120409080128263513,melkayün,melkayü–n,verbo,resbalar,,,Augusta 1903
120409090525272613,mellfuwün,mellfuwün,sustantivo,labio,,,Augusta 1903
120409090526272613,mellfüwün,mellfüwün,sustantivo,labios,,,FFD 2022
120413120127,menmaw,menmaw,sustantivo,orín,,,Augusta 1903
120413120127352613,menmawün,menmaw–ün,verbo,criar orín,,,Augusta 1903
12041508070917160817222509043513,meñkilongkotulen,meñkilongkotule–n,verbo,"tener un penaño, mohicano",,,FFD 2022
12041508252704,meñkuwe,meñkuwe,sustantivo,"cántaro, jarra grande",,,FFD 2022
12041508253513,meñkun,meñku–n,verbo,cargar algo,,,Augusta 1903
1204151709352613,meñolün,meñol–ün,verbo,llenar,,,FFD 2022
120419080415,merkeñ,merkeñ,sustantivo,merquén,,,FFD 2022
1204192513,merun,merun,sustantivo,moco,,,Augusta 1903
1204210416,mesheng,mesheng,sustantivo,jarro grande para agua y licores,,,Augusta 1903
120422012704,metawe,metawe,sustantivo,"jarro, jarro pequeño, cántaro",,,FFD 2022
120422013513,metan,meta–n,verbo,tomar en brazos,,,Augusta 1903
1204242609,metrül,metrül,sustantivo,cabecera,,,Augusta 1903
120424260922253513,metrültun,metrültu–n,verbo,usar algo por cabecera,,,Augusta 1903
120427100413290826192605,mewl’en kürüf,mewl'en kürüf,sustantivo,torbellino,,,Augusta 1903
1204282503,meyud,meyud,adjetivo,"liso, pulido",,,Augusta 1903
12043513,men,me–n,verbo,hacer del cuerpo (del animal),,,Augusta 1903
120701272609352613,miawülün,miawül–ün,verbo,"llevar consigo, usar",,,Augusta 1903
12070127352613,miawün,miaw–ün,verbo,andar andando,,,Augusta 1903
1207020708253513,michikun,michiku–n,verbo,huir,,,Augusta 1903
1207090901,milla,milla,sustantivo,oro,,,Augusta 1903
1207130204,minche,minche,adverbio,debajo,,,Augusta 1903
12071302042225,minchetu,minchetu,adverbio,debajo,,,Augusta 1903
1207210807,mishki,mishki,sustantivo,miel,,,Augusta 1903
12072801272609352613,miyawülün,miyawül–ün,verbo,"andar con algo, andar trayendo",,,FFD 2022
1207280127352613,miyawün,miyaw–ün,verbo,andar,,,FFD 2022
12170909052615,mollfüñ,mollfüñ,sustantivo,sangre,,,Augusta 1903
12170909052615352613,mollfüñün,mollfüñ–ün,verbo,sangrar,,,Augusta 1903
12170909082609043513,mollkülen,mollküle–n,verbo,estar desnudo,,,Augusta 1903
121713222509352613,montulün,montul–ün,verbo,"librar, salvar (algo)",,,FFD 2022
12171322253513,montun,montu–n,verbo,"escapar, salvarse",,,FFD 2022
1217160413,mongen,mongen,sustantivo,vida,,,Augusta 1903
12171604280409,mongeyel,mongeyel,sustantivo,pariente,,,Augusta 1903
121716043513,mongen,monge–n,verbo,vivir,,,FFD 2022
1217160817,mongko,mongko,adverbio,"por todas partes, universal",,,Augusta 1903
12171608170909,mongkoll,mongkoll,sustantivo,"globo, pelota",,,Augusta 1903
12172407,motri,motri,adjetivo,gordo,,,Augusta 1903
1217240709352613,motrilün,motril–ün,verbo,engordar,,,Augusta 1903
121728,moy,moy,sustantivo,"furúnculo, espinilla",,,Augusta 1903
12172817,moyo,moyo,sustantivo,"pechos, mamas",,,FFD 2022
1217281709352613,moyolün,moyol–ün,verbo,"amamantar, dar el pecho",,,FFD 2022
121728173513,moyon,moyo–n,verbo,mamar,,,Augusta 1903
1225030128,muday,muday,sustantivo,harina revuelta con agua y fermentada,,,Augusta 1903
12250526,mufü,mufü,adverbio,algunos y cuántos,,,Augusta 1903
122515013513,muñan,muña–n,verbo,caber,,,Augusta 1903
1225150825,muñku,muñku,adverbio,"por todas partes, universal",,,Augusta 1903
122516040922253513,mungeltun,mungeltu–n,verbo,creer,,,Augusta 1903
122518070922253513,mupiltun,mupiltu–n,verbo,creer,,,Augusta 1903
1225180715,mupiñ,mupiñ,adjetivo,verdadero,,,Augusta 1903
1225210801,mushka,mushka,sustantivo,chicha de maíz,,,Augusta 1903
1225242519352613,mutrurün,mutrur–ün,verbo,tropezar,,,FFD 2022
1226020112352613,müchamün,mücham–ün,verbo,"doblar, arremangar",,,Augusta 1903
1226020128,müchay,müchay,adverbio,en poco tiempo,,,Augusta 1903
1226020128,müchay,müchay,sustantivo,"michay, cierta planta",,,FFD 2022
12260204280804,mücheyke,mücheyke,adverbio,a cada rato,,,Augusta 1903
122603013513,müdan,müda–n,verbo,"moler, deshacer",,,FFD 2022
122609010512013513,mülafman,mülafma–n,verbo,aplastarse entre dos objetos,,,Augusta 1903
122609013513,mülan,müla–n,verbo,moler por segunda vez el maiz remojado en la fabricación de la chicha,,,Augusta 1903
122609021716352613,mülchongün,mülchong–ün,verbo,cabecear,,,Augusta 1903
1226090427043513,mülewen,mülewe–n,verbo,quedar,,,FFD 2022
122609043513,mülen,müle–n,verbo,"estar, haber",,,FFD 2022
1226090917,müllo,müllo,sustantivo,"cerebro, sesos",,,FFD 2022
122609091705263513,müllofün,müllofü–n,verbo,caer de bruces,,,Augusta 1903
122609122609263513,mülmülün,mülmülü–n,verbo,"temblar, tiritar",,,Augusta 1903
122609242613,mültrün,mültrün,sustantivo,catuto,,,FFD 2022
1226092512,mülum,mülum,sustantivo,rocío,,,Augusta 1903
1226092512352613,mülumün,mülum–ün,verbo,rociar,,,Augusta 1903
12261301,müna,müna,adverbio,"muy, mucho",,,Augusta 1903
12261301,müna,müna,sustantivo,"primo, prima (por la tía paterna y tío materno y tía materna)",,,Augusta 1903
122613010929020116260909,münal changüll,münal changüll,sustantivo,dedo anular,,,FFD 2022
12261322253513,müntun,müntu–n,verbo,"quitar, robar (con fuerza)",,,FFD 2022
12261401,mün’a,mün'a,adjetivo,"poco, chico",,,Augusta 1903
1226140109043513,mün’alen,mün'ale–n,verbo,"ser poco, chico",,,Augusta 1903
122614013513,mün’an,mün'a–n,verbo,"ser poco, chico",,,Augusta 1903
1226142509352613,mün’ulün,mün'ul–ün,verbo,"revestir, cubrir",,,Augusta 1903
1226150109,müñal,müñal,verbo,partícula que se antepone al verbo y expresa estar por o para,,,Augusta 1903
1226150109082613253513,müñalkünun,müñalkünu–n,verbo,"dejar libre, en libertad",,,Augusta 1903
122615010922253513,müñaltun,müñaltu–n,verbo,libertar,,,Augusta 1903
12261501240718013513,müñatripan,müñatripa–n,verbo,"librarse, salir en libertad",,,Augusta 1903
122615013513,müñan,müña–n,verbo,"librarse, salir en libertad",,,Augusta 1903
1226150422253513,müñetun,müñetu–n,verbo,lavarse,,,FFD 2022
122616040922253513,müngeltun,müngeltu–n,verbo,obedecer,,,FFD 2022
12261826,müpü,müpü,sustantivo,ala,,,Augusta 1903
12261826280127352613,müpüyawün,müpüyaw–ün,verbo,"volar, andar volando",,,Augusta 1903
122618263513,müpün,müpü–n,verbo,"volar, aletear",,,FFD 2022
122619,mür,mür,adverbio,par,,,Augusta 1903
1226190722253513,müritun,müritu–n,verbo,"celar, tener celos (referido de una mujer)",,,Augusta 1903
1226190804,mürke,mürke,sustantivo,harina tostada,,,Augusta 1903
12261908040207,mürkechi,mürkechi,adverbio,a pares,,,Augusta 1903
12261908043513,mürken,mürke–n,verbo,hacer o comer harina tostada,,,Augusta 1903
1226190826090413,mürkülen,mürkülen,adverbio,a pares,,,Augusta 1903
1226192609352613,mürülün,mürül–ün,verbo,gruñir,,,FFD 2022
12262201,müta,müta,sustantivo,"cuerno, campanilla de la garganta",,,Augusta 1903
12262204,müte,müte,adverbio,muy,,,Augusta 1903
1226220413,müten,müten,adverbio,"solamente, solo, no más",,,Augusta 1903
122622042704,mütewe,mütewe,adverbio,demasiado,,,Augusta 1903
1226240122253513,mütratun,mütratu–n,verbo,luchar,,,Augusta 1903
1226241713352613,mütronün,mütron–ün,verbo,dar golpes con un palo a alguien,,,Augusta 1903
1226241719263513,mütrorün,mütrorü–n,verbo,tropezar,,,Augusta 1903
1226241727352613,mütrowün,mütrow–ün,verbo,sacudir,,,Augusta 1903
1226242612352613,mütrümün,mütrüm–ün,verbo,llamar,,,FFD 2022
1226242619263513,mütrürün,mütrürü–n,verbo,tropezar,,,Augusta 1903
1301062612352613,nagümün,nagüm–ün,verbo,bajar (algo),,,FFD 2022
130106352613,nagün,nag–ün,verbo,"bajar, bajarse",,,FFD 2022
1301082612352613,nakümün,naküm–ün,verbo,bajar algo,,,Augusta 1903
130109352613,nalün,nal–ün,verbo,"castigar a alguien, pelear con alguien",,,Augusta 1903
13011218260908013513,nampülkan,nampülka–n,verbo,"viajar, ir al extranjero",,,FFD 2022
1301122513,namun,namun,sustantivo,pie,,,FFD 2022
13011901160801,narangka,narangka,sustantivo,esp. naranja,,,FFD 2022
13011905263513,narfün,narfü–n,verbo,humedecerse,,,FFD 2022
1301190807,narki,narki,sustantivo,gato,,,Augusta 1903
1301270409,nawel,nawel,sustantivo,jaguar,,,FFD 2022
1304082509352613,nekulün,nekul–ün,verbo,correr,,,Augusta 1903
130410352613,nel’ün,nel'–ün,verbo,"soltar, dejar libre",,,Augusta 1903
13041322253513,nentun,nentu–n,verbo,sacar,,,FFD 2022
1304162612352613,nengümün,nengüm–ün,verbo,moverse,,,FFD 2022
1304180409352613,nepelün,nepel–ün,verbo,despertar,,,Augusta 1903
130418043513,nepen,nepe–n,verbo,"despertar, despertarse",,,FFD 2022
1304192612,nerüm,nerüm,sustantivo,pulga,,,FFD 2022
130427041322253513,newentun,newentu–n,verbo,fortalecer,,,FFD 2022
130428263513,neyün,neyü–n,verbo,respirar,,,FFD 2022
1307043513,nien,nie–n,verbo,"tener, poseer",,,FFD 2022
131719,nor,nor,adjetivo,derecho,,,Augusta 1903
1317192612032516253513,norümdungun,norümdungu–n,verbo,"aclarar un asunto, hacer justicia",,,FFD 2022
1317192612352613,norümün,norüm–ün,verbo,"hacer derecho, enderezar, arreglar (asuntos)",,,Augusta 1903
131719352613,norün,nor–ün,verbo,"ser derecho, arreglarse (un asunto)",,,Augusta 1903
1326032605352613,nüdüfün,nüdüf–ün,verbo,coser,,,FFD 2022
1326052609352613,nüfülün,nüfül–ün,verbo,"acercar, pasar, alcanzar",,,FFD 2022
1326082619263513,nükürün,nükürü–n,verbo,sollozar,,,Augusta 1903
132609013513,nülan,nüla–n,verbo,abrir,,,FFD 2022
13260908263513,nülkün,nülkü–n,verbo,enredarse,,,Augusta 1903
132612071326120722253513,nüminümitun,nüminümitu–n,verbo,"parpadear, pestañar",,,Augusta 1903
1326122622253513,nümütun,nümütu–n,verbo,oler,,,FFD 2022
132612263513,nümün,nümü–n,verbo,"ser hediondo, tener olor",,,FFD 2022
13261322253513,nüntun,nüntu–n,verbo,"violar, forzar",,,Augusta 1903
132615082603263513,nüñküdün,nüñküdü–n,verbo,restregar,,,Augusta 1903
13261601282609352613,nüngayülün,nüngayül–ün,verbo,impacientar,,,Augusta 1903
1326160128263513,nüngayün,nüngayü–n,verbo,impacientarse,,,Augusta 1903
1326160128352613,nüngayün,nüngay–ün,verbo,fastidiarse,,,FFD 2022
1326162605263513,nüngüfün,nüngüfü–n,verbo,susurrar,,,Augusta 1903
13261908013513,nürkan,nürka–n,verbo,recalar,,,Augusta 1903
13261908073513,nürkin,nürki–n,verbo,recalar,,,Augusta 1903
13261908263513,nürkün,nürkü–n,verbo,recalar,,,Augusta 1903
1326192605352613,nürüfün,nürüf–ün,verbo,cerrar,,,FFD 2022
132622253513,nütun,nütu–n,verbo,cautivar,,,Augusta 1903
1326240112,nütram,nütram,sustantivo,"cuento, historia, conversación",,,Augusta 1903
132624011208013513,nütramkan,nütramka–n,verbo,conversar,,,Augusta 1903
1326240112352613,nütramün,nütram–ün,verbo,"referir, narrar algo",,,Augusta 1903
1326242616,nütrüng,nütrüng,adjetivo,"tendido (se dice de un objeto largo y angosto, como un alambre)",,,Augusta 1903
13262705260918013513,nüwfülpan,nüwfülpa–n,verbo,pasar de mano en mano,,,Augusta 1903
13262825,nüyu,nüyu,sustantivo,chupón,,,FFD 2022
1326282613,nüyün,nüyün,sustantivo,"temblor, terremoto",,,FFD 2022
132628263513,nüyün,nüyü–n,verbo,"temblar la tierra, temblor",,,Augusta 1903
13263513,nün,nü–n,verbo,"coger, atrapar, cazar, agarrar, tomar en la mano",,,FFD 2022
14011218260908013513,n’ampülkan,n'ampülka–n,verbo,viajar al extranjero,,,Augusta 1903
1401122514,n’amun’,n'amun',sustantivo,"pie, pata",,,Augusta 1903
14011804,n’ape,n'ape,adjetivo,lerdo,,,Augusta 1903
1404122609,n’emül,n'emül,sustantivo,palabra,,,Augusta 1903
1404280413,n’eyen,n'eyen,sustantivo,resuello,,,Augusta 1903
140428263513,n’eyün,n'eyü–n,verbo,respirar,,,Augusta 1903
141709352613,n’olün,n'ol–ün,verbo,balsear,,,Augusta 1903
14171322253513,n’ontun,n'ontu–n,verbo,balsear,,,Augusta 1903
1417222508013513,n’otukan,n'otuka–n,verbo,"apremiar, instar a alguien (con razones o palabras), disputar con alguien",,,Augusta 1903
14172225090405352613,n’otulefün,n'otulef–ün,verbo,correr para llevar la delantera (gente de a pie),,,Augusta 1903
14173513,n’on,n'o–n,verbo,balsear,,,Augusta 1903
1426122609352613,n’ümülün,n'ümül–ün,verbo,rociar algo con cosas odoríferas,,,Augusta 1903
1426122622253513,n’ümütun,n'ümütu–n,verbo,olfatear,,,Augusta 1903
142612263513,n’ümün,n'ümü–n,verbo,"oler, olor",,,Augusta 1903
1501122612352613,ñamümün,ñamüm–ün,verbo,"perder, extraviar (algo)",,,FFD 2022
150112352613,ñamün,ñam–ün,verbo,"desaparecer, perderse",,,FFD 2022
1501190807,ñarki,ñarki,sustantivo,gato,,,FFD 2022
15012704,ñawe,ñawe,sustantivo,hija de papá,,,FFD 2022
150127052509352613,ñawfulün,ñawful–ün,verbo,consolar,,,Augusta 1903
15012705253513,ñawfun,ñawfu–n,verbo,consolarse,,,Augusta 1903
15012805073513,ñayfin,ñayfi–n,verbo,"atar, prender, amarrar",,,Augusta 1903
15012818073513,ñaypin,ñaypi–n,verbo,"atar, prender, amarrar",,,Augusta 1903
15012822253513,ñaytun,ñaytu–n,verbo,"soltar, dejar libre",,,Augusta 1903
1501282609352613,ñayülün,ñayül–ün,verbo,hacer cosquillas a alguien,,,Augusta 1903
1501282616043513,ñayüngen,ñayünge–n,verbo,ser cosquilloso,,,Augusta 1903
15012828263513,ñayyün,ñayyü–n,verbo,tener cosquillas,,,Augusta 1903
1504270413,ñewen,ñewen,sustantivo,red,,,Augusta 1903
15070317,ñido,ñido,sustantivo,"superficie, parte superior",,,Augusta 1903
1507031709,ñidol,ñidol,sustantivo,"principal, quien tiene el mando, principio",,,Augusta 1903
1507031709352613,ñidolün,ñidol–ün,verbo,principiar,,,Augusta 1903
1507032605352613,ñidüfün,ñidüf–ün,verbo,coser algo,,,Augusta 1903
150705352613,ñifün,ñif–ün,verbo,secar (ropa),,,Augusta 1903
150708261222253513,ñikümtun,ñikümtu–n,verbo,abrigarse,,,Augusta 1903
1507082612352613,ñikümün,ñiküm–ün,verbo,abrigar contra el viento,,,Augusta 1903
1507120715,ñimiñ,ñimiñ,sustantivo,dibujo de telar,,,FFD 2022
1507120722253513,ñimitun,ñimitu–n,verbo,recoger,,,FFD 2022
1507182612352613,ñipümün,ñipüm–ün,verbo,secar,,,Augusta 1903
1507270109043513,ñiwalen,ñiwale–n,verbo,"ser vivaracho, inteligente",,,FFD 2022
15170207,ñochi,ñochi,adjetivo,despacio,,,Augusta 1903
151702070325011216043513,ñochiduamngen,ñochiduamnge–n,verbo,ser manso,,,Augusta 1903
1517020727082609043513,ñochiwkülen,ñochiwküle–n,verbo,ser lento,,,Augusta 1903
151709080715,ñolkiñ,ñolkiñ,sustantivo,ñolkiñ,,,FFD 2022
151712,ñom,ñom,sustantivo,"lugar, dirección",,,Augusta 1903
151712,ñom,ñom,adjetivo,manso,,,Augusta 1903
15171216043513,ñomngen,ñomnge–n,verbo,ser manso,,,Augusta 1903
1517122612352613,ñomümün,ñomüm–ün,verbo,amansar,,,Augusta 1903
151712352613,ñomün,ñom–ün,verbo,ser manso,,,Augusta 1903
1517180715352613,ñopiñün,ñopiñ–ün,verbo,sujetar,,,Augusta 1903
151728,ñoy,ñoy,adjetivo,tonto,,,Augusta 1903
15173513,ñon,ño–n,verbo,hastiarse de algo,,,Augusta 1903
15250108013513,ñuakan,ñuaka–n,verbo,hacer travesuras,,,Augusta 1903
1525010908013513,ñualkan,ñualka–n,verbo,abusar deshonestamente de una persona,,,Augusta 1903
152501160413,ñuangen,ñuangen,sustantivo,"deshonestidad, impureza",,,Augusta 1903
1525013513,ñuan,ñua–n,verbo,enloquecerse,,,Augusta 1903
1525270715352613,ñuwiñün,ñuwiñ–ün,verbo,trillar con los pies,,,Augusta 1903
152528352613,ñuyün,ñuy–ün,verbo,"errar sin hallar camino, vacilar sin hallar resolución",,,Augusta 1903
1526082605082609043513,ñüküfkülen,ñüküfküle–n,verbo,estar callado,,,FFD 2022
1526082605352613,ñüküfün,ñüküf–ün,verbo,"callarse, silenciarse",,,FFD 2022
152612073513,ñümin,ñümi–n,verbo,"coger, recoger",,,Augusta 1903
15261608263513,ñüngkün,ñüngkü–n,verbo,"falsearse, moverse, oscilar (p. ej. un diente)",,,Augusta 1903
1601021703263513,ngachodün,ngachodü–n,verbo,doblar y doblarse,,,Augusta 1903
160108013513,ngakan,ngaka–n,verbo,hacer canal para que corra el agua,,,Augusta 1903
160113352613,nganün,ngan–ün,verbo,sembrar al voleo,,,FFD 2022
160114352613,ngan’ün,ngan'–ün,verbo,sembrar desparramando,,,Augusta 1903
160115081709043513,ngañkolen,ngañkole–n,verbo,"estar con sueño, decaído",,,FFD 2022
160116043513,ngangen,ngange–n,verbo,expropiar con engaños y vejaciones,,,Augusta 1903
160118073513,ngapin,ngapi–n,verbo,robar la mujer para casarse con ella,,,Augusta 1903
1604,nge,nge,sustantivo,ojo,,,FFD 2022
16040207082613253513,ngechikünun,ngechikünu–n,verbo,defecar,,,Augusta 1903
1604020713290204,ngechin che,ngechin che,sustantivo,excrementos de persona,,,Augusta 1903
160403253513,ngedun,ngedu–n,verbo,"extirpar, sacar tirando (pelo, plantas)",,,Augusta 1903
16040526,ngefü,ngefü,sustantivo,avellano y avellana,,,Augusta 1903
160409090718253513,ngellipun,ngellipu–n,verbo,"rogar, orar",,,FFD 2022
1604090925,ngellu,ngellu,adverbio,"apenas, casi no",,,Augusta 1903
16040909250804,ngelluke,ngelluke,adverbio,"apenas, casi no",,,Augusta 1903
160412043513,ngemen,ngeme–n,verbo,"ir a alguna parte, pero no para quedarse",,,Augusta 1903
16041317,ngeno,ngeno,adverbio,sin,,,Augusta 1903
160414,ngen',ngen',sustantivo,dueño,,,Augusta 1903
160418013513,ngepan,ngepa–n,verbo,venir (de paso),,,Augusta 1903
160428082505263513,ngeykufün,ngeykufü–n,verbo,estremecer y estremecerse,,,Augusta 1903
16043513,ngen,nge–n,verbo,ser,,,Augusta 1903
160709012704,ngilawe,ngilawe,sustantivo,vado,,,Augusta 1903
160709013513,ngilan,ngila–n,verbo,pasar por el vado,,,Augusta 1903
160709090108013513,ngillakan,ngillaka–n,verbo,hacer compras,,,FFD 2022
160709090115,ngillañ,ngillañ,sustantivo,emparentado,,,Augusta 1903
160709090122253513,ngillatun,ngillatu–n,verbo,"pedir, rogar",,,FFD 2022
160709090127352613,ngillawün,ngillaw–ün,verbo,humillarse,,,Augusta 1903
16070909013513,ngillan,ngilla–n,verbo,comprar,,,FFD 2022
16071713,ngion,ngion,sustantivo,recodo,,,Augusta 1903
1607282509352613,ngiyulün,ngiyul–ün,verbo,guiar,,,Augusta 1903
16170909070504,ngollife,ngollife,sustantivo,bebedor,,,Augusta 1903
161709090713,ngollin,ngollin,sustantivo,embriaguez,,,Augusta 1903
16170909073513,ngollin,ngolli–n,verbo,embriagarse,,,Augusta 1903
16172812013513,ngoyman,ngoyma–n,verbo,olvidar,,,FFD 2022
161728161728,ngoyngoy,ngoyngoy,sustantivo,ruido confuso de mucha gente,,,Augusta 1903
161728161728263513,ngoyngoyün,ngoyngoyü–n,verbo,hacer ruido,,,Augusta 1903
162528263513,nguyün,nguyü–n,verbo,"olvidar, marearse",,,FFD 2022
1626030109352613,ngüdalün,ngüdal–ün,verbo,"estimular, incitar, irritar",,,Augusta 1903
16260304082613222608253513,ngüdeküntükun,ngüdeküntüku–n,verbo,meter la ropa de cama por debajo del cuerpo,,,Augusta 1903
1626032605352613,ngüdüfün,ngüdüf–ün,verbo,"sembrar (maíz, papas, habas)",,,Augusta 1903
1626050103082609043513,ngüfadkülen,ngüfadküle–n,verbo,"ser blando, comprimible",,,Augusta 1903
1626050103352613,ngüfadün,ngüfad–ün,verbo,"ser blando, comprimible",,,Augusta 1903
1626050422253513,ngüfetun,ngüfetu–n,verbo,"persuadir a uno que no hable, impedírselo",,,Augusta 1903
162605162605352613,ngüfngüfün,ngüfngüf–ün,verbo,estar entre dos luces,,,Augusta 1903
162605261626052616043513,ngüfüngüfüngen,ngüfüngüfünge–n,verbo,ser flexible,,,Augusta 1903
162605352613,ngüfün,ngüf–ün,verbo,"taparse, obstruirse",,,Augusta 1903
1626090112,ngülam,ngülam,sustantivo,consejo,,,Augusta 1903
1626090112352613,ngülamün,ngülam–ün,verbo,aconsejar,,,FFD 2022
162609090727,ngülliw,ngülliw,sustantivo,piñón,,,FFD 2022
1626090917080713,ngüllokin,ngüllokin,sustantivo,milloquin,,,FFD 2022
1626090925032704,ngülludwe,ngülludwe,sustantivo,palita para detalles,,,FFD 2022
162609092503352613,ngülludün,ngüllud–ün,verbo,enjutar,,,Augusta 1903
16260909253513,ngüllun,ngüllu–n,verbo,encogerse,,,Augusta 1903
1626091705352613,ngülofün,ngülof–ün,verbo,abollar,,,Augusta 1903
1626091719263513,ngülorün,ngülorü–n,verbo,desgranar,,,FFD 2022
1626092612352613,ngülümün,ngülüm–ün,verbo,"juntar, reunir",,,Augusta 1903
162609352613,ngülün,ngül–ün,verbo,juntarse (cosas),,,Augusta 1903
16261005263513,ngül’fün,ngül'fü–n,verbo,ungir,,,Augusta 1903
16261025122527352613,ngül’umuwün,ngül'umuw–ün,verbo,mancharse,,,Augusta 1903
1626102512352613,ngül’umün,ngül'um–ün,verbo,manchar,,,Augusta 1903
162612013513,ngüman,ngüma–n,verbo,llorar,,,FFD 2022
1626120722253513,ngümitun,ngümitu–n,verbo,recoger,,,FFD 2022
1626130112,ngünam,ngünam,adverbio,"de balde, en vano",,,Augusta 1903
1626130112352613,ngünamün,ngünam–ün,verbo,"desperdiciar, malgastar, frustrar, perder (por muerte)",,,Augusta 1903
162613012822253513,ngünaytun,ngünaytu–n,verbo,"compadecerse, cuidar, perdonar, tratar con indulgencia, atención",,,FFD 2022
162613013513,ngünan,ngüna–n,verbo,perderse (de la comida),,,Augusta 1903
1626130403250112082609043513,ngüneduamkülen,ngüneduamküle–n,verbo,"estar atento, fijándose bien lo que se dice",,,Augusta 1903
1626130403250112352613,ngüneduamün,ngüneduam–ün,verbo,"fijarse, reflexionar, observar",,,FFD 2022
1626130408013513,ngünekan,ngüneka–n,verbo,parecer,,,Augusta 1903
1626130408261325032616253513,ngünekünudüngun,ngünekünudüngu–n,verbo,levantar falsedades,,,Augusta 1903
1626130409,ngünel,ngünel,adjetivo,"formal, serio",,,Augusta 1903
1626130409,ngünel,ngünel,sustantivo,señal,,,Augusta 1903
162613040922253513,ngüneltun,ngüneltu–n,verbo,"inspeccionar, examinar, tantear, observar",,,Augusta 1903
1626130413,ngünen,ngünen,sustantivo,"astucia, ingenio",,,Augusta 1903
1626130413080109352613,ngünenkalün,ngünenkal–ün,verbo,engañar,,,Augusta 1903
162613041308013513,ngünenkan,ngünenka–n,verbo,"engañar, mentir",,,FFD 2022
162613041322253513,ngünentun,ngünentu–n,verbo,engañar,,,Augusta 1903
1626130422253513,ngünetun,ngünetu–n,verbo,revolver el caballo,,,Augusta 1903
162613042822253513,ngüneytun,ngüneytu–n,verbo,"inspeccionar, examinar, tantear, observar",,,Augusta 1903
162613043513,ngünen,ngüne–n,verbo,"dominar, sujetar, poner en orden",,,Augusta 1903
1626132605222608253513,ngünüftükun,ngünüftüku–n,verbo,envolverse fuertemente con la ropa con el objeto de abrigarse,,,Augusta 1903
16261508263513,ngüñkün,ngüñkü–n,verbo,"amasar, frotar, refregar",,,FFD 2022
162615263513,ngüñün,ngüñü–n,verbo,tener hambre,,,FFD 2022
162618253513,ngüpun,ngüpu–n,verbo,encogerse,,,Augusta 1903
1626182608013513,ngüpükan,ngüpüka–n,verbo,"pintar, dibujar, hacer dibujos en los tejidos",,,FFD 2022
1626182612352613,ngüpümün,ngüpüm–ün,verbo,obstruir,,,Augusta 1903
162618261308013513,ngüpünkan,ngüpünka–n,verbo,hacer dibujos en los tejidos,,,Augusta 1903
